cust_number,avg_payment_delay,std_payment_delay,min_delay,max_delay,avg_days_to_clear,avg_due_days,avg_invoice_amount,total_lifetime_value,transaction_count,company_name,late_payment_ratio
0200033335,46.0,0.0,46.0,46.0,55.0,9.0,32605.39,32605.39,1,T C JA foundation,1.0
0200036413,33.0,0.0,33.0,33.0,50.0,17.0,27116.26,27116.26,1,REINHA us,1.0
0200037027,-0.16666666666666666,0.408248290463863,-1.0,0.0,22.833333333333332,23.0,24169.141666666666,145014.85,6,FARN co,0.0
0200039093,-1.5,0.7071067811865476,-2.0,-1.0,37.0,38.5,51231.29,102462.58,2,FOOD  foundation,0.0
0200040366,4.944444444444445,3.8573416969877403,-1.0,13.0,23.166666666666668,18.22222222222222,7376.664444444444,132779.96,18,RASTEL co,0.9444444444444444
0200041573,1.0,0.0,1.0,1.0,16.0,15.0,11792.5,11792.5,1,TAMA trust,1.0
0200043803,17.0,0.0,17.0,17.0,39.0,22.0,14982.62,14982.62,1,DARDEN ,1.0
0200048886,-0.6,2.302172886644268,-4.0,2.0,15.0,15.6,89969.626,449848.13,5,SHERWO ,0.4
0200050554,2.0,0.0,2.0,2.0,17.0,15.0,16022.25,16022.25,1,KUNA  co,1.0
0200063296,-1.4285714285714286,0.5345224838248488,-2.0,-1.0,29.285714285714285,30.714285714285715,17505.077142857142,122535.54000000001,7,SUIS systems,0.0
0200067753,-1.0,0.0,-1.0,-1.0,17.0,18.0,57000.19,57000.19,1,LAMM  corporation,0.0
0200071186,0.6666666666666666,0.5163977794943223,0.0,1.0,17.333333333333332,16.666666666666668,51645.0,309870.0,6,FATH co,0.6666666666666666
0200074164,10.0,0.0,10.0,10.0,69.0,59.0,10970.0,10970.0,1,KUWAIT  corporation,1.0
0200076137,1.3333333333333333,6.2571171598041175,-5.0,17.0,18.5,17.166666666666668,21560.004166666666,258720.05,12,OLLIE corporation,0.4166666666666667
0200077933,9.0,0.0,9.0,9.0,30.0,21.0,84253.18,84253.18,1,DIAC ,1.0
0200077943,-3.0,1.4142135623730951,-4.0,-2.0,12.5,15.5,70240.8,140481.6,2,HERR associates,0.0
0200078245,1.0,1.0,0.0,2.0,16.0,15.0,30552.899999999998,91658.7,3,WOR associates,0.6666666666666666
0200078595,-0.5,0.7071067811865476,-1.0,0.0,14.5,15.0,19539.59,39079.18,2,NORTHERN ,0.0
0200078795,-2.6923076923076925,14.415619867138775,-61.0,14.0,18.353846153846153,21.046153846153846,5650.052461538461,367253.41,65,H T H foundation,0.3076923076923077
0200078854,-6.583333333333333,21.249420669464822,-74.0,1.0,21.583333333333332,28.166666666666668,16080.700833333334,192968.41,12,MC A ,0.16666666666666666
0200084163,0.0,0.0,0.0,0.0,16.5,16.5,24589.965,49179.93,2,DIAL  ,0.0
0200084659,11.8,7.854934754662193,6.0,25.0,28.6,16.8,45519.176,227595.88,5,KR in,1.0
0200085585,2.5,0.7071067811865476,2.0,3.0,15.0,12.5,41581.259999999995,83162.51999999999,2,JOHN  corp,1.0
0200086615,-14.0,0.0,-14.0,-14.0,19.0,33.0,7618.32,7618.32,1,INT'L  associates,0.0
0200092114,-2.0,0.0,-2.0,-2.0,8.0,10.0,48841.2,48841.2,1,MRS GE in,0.0
0200093491,1.25,1.5,0.0,3.0,16.25,15.0,102000.0,408000.0,4,WISCO co,0.5
0200094171,-5.0,0.0,-5.0,-5.0,14.0,19.0,10577.87,10577.87,1,J &  corp,0.0
0200096280,27.0,0.0,27.0,27.0,49.0,22.0,4008.6,4008.6,1,HORM systems,1.0
0200096390,2.1538461538461537,1.8187062180825986,-2.0,4.0,21.384615384615383,19.23076923076923,16658.674615384618,216562.77000000002,13,D corporation,0.9230769230769231
0200097356,-1.5,2.1213203435596424,-3.0,0.0,16.5,18.0,14434.115,28868.23,2,PETE corp,0.0
0200101621,8.333333333333334,2.309401076758503,7.0,11.0,23.666666666666668,15.333333333333334,32864.81333333333,98594.44,3,TRA corp,1.0
0200103402,0.5,0.7071067811865476,0.0,1.0,14.5,14.0,8605.619999999999,17211.239999999998,2,LIT co,0.5
0200112301,0.0,0.0,0.0,0.0,0.0,0.0,101.39,101.39,1,SUPER corp,0.0
0200115792,3.0,9.486832980505138,-4.0,17.0,18.0,15.0,41008.2675,164033.07,4,INDIV corp,0.25
0200117492,0.42857142857142855,2.14919697074224,-1.0,5.0,22.142857142857142,21.714285714285715,42765.530000000006,299358.71,7,PE llc,0.2857142857142857
0200122006,1.5,0.7071067811865476,1.0,2.0,17.5,16.0,44647.41499999999,89294.82999999999,2,LATIN co,1.0
0200122145,0.3333333333333333,4.509249752822894,-4.0,5.0,17.666666666666668,17.333333333333332,51084.76,153254.28,3,G & C  ,0.3333333333333333
0200124052,-14.285714285714286,14.974581638165896,-26.0,6.0,30.428571428571427,44.714285714285715,8510.431428571428,59573.02,7,VENT associates,0.2857142857142857
0200124634,4.0,4.96655480858378,-2.0,10.0,13.25,9.25,21708.239999999998,86832.95999999999,4,BAKEMAR ,0.75
0200126819,2.6707317073170733,13.014763580754465,-17.0,86.0,19.597560975609756,16.926829268292682,21647.24963414634,1775074.47,82,MCLANE in,0.4024390243902439
0200129450,4.833333333333333,2.526331914293225,0.0,10.0,36.22222222222222,31.38888888888889,66954.81444444445,1205186.6600000001,18,NU ,0.9444444444444444
0200132251,0.6363636363636364,1.433368568981982,-1.0,3.0,17.454545454545453,16.818181818181817,10497.449999999999,115471.95,11,SUPERB trust,0.45454545454545453
0200133150,0.6666666666666666,1.1547005383792517,0.0,2.0,33.0,32.333333333333336,245669.03999999995,737007.1199999999,3,KROG associates,0.3333333333333333
0200135060,4.0,0.0,4.0,4.0,26.0,22.0,6424.2,6424.2,1,ARIZON co,1.0
0200138805,-7.0,0.0,-7.0,-7.0,10.0,17.0,837.12,837.12,1,CHAMB trust,0.0
0200139730,-1.0,1.4142135623730951,-2.0,0.0,29.0,30.0,3546.125,7092.25,2,AGR ,0.0
0200143162,10.0,0.0,10.0,10.0,26.0,16.0,27588.5,27588.5,1,T & R associates,1.0
0200148860,-4.736059479553903,15.147072548925722,-51.0,26.0,16.0817843866171,20.817843866171003,44621.09996282528,12003075.89,269,DOLLA corporation,0.20817843866171004
0200149567,1.0555555555555556,3.0190029951901867,-2.0,12.0,46.5,45.44444444444444,40883.46055555556,735902.29,18,RESER foundation,0.5
0200152991,0.55,6.0486125918027085,-17.0,41.0,18.208333333333332,17.658333333333335,5137.314583333334,616477.75,120,JET ,0.2
0200164995,3.0,0.0,3.0,3.0,38.0,35.0,48358.23,48358.23,1,BROW llc,1.0
0200168768,-4.0,0.0,-4.0,-4.0,11.0,15.0,7217.51,7217.51,1,TRIPLE co,0.0
0200172815,-4.0,0.0,-4.0,-4.0,12.0,16.0,39796.270000000004,79592.54000000001,2,PERFOR ,0.0
0200182291,-6.0,1.4142135623730951,-7.0,-5.0,60.0,66.0,1358.28,2716.56,2,S &  foundation,0.0
0200182381,0.0,0.0,0.0,0.0,20.0,20.0,50395.2,50395.2,1,PINNACL associates,0.0
0200186937,3.619047619047619,4.934330658520874,-3.0,19.0,20.714285714285715,17.095238095238095,13501.626190476192,283534.15,21,SYSC in,0.8571428571428571
0200188278,0.0,0.0,0.0,0.0,18.0,18.0,12699.08,12699.08,1,ALBE corporation,0.0
0200192492,-13.666666666666666,19.82422760159901,-41.0,14.0,49.111111111111114,62.77777777777778,32289.800000000003,290608.2,9,HEARTHSI foundation,0.3333333333333333
0200197349,-2.6666666666666665,4.618802153517007,-8.0,0.0,57.333333333333336,60.0,20582.0,61746.0,3,ALIMEN ,0.0
0200198605,-1.0,7.0710678118654755,-6.0,4.0,20.0,21.0,84813.25,169626.5,2,M &  foundation,0.5
0200200412,-1.9,2.2335820757001272,-8.0,0.0,14.6,16.5,31174.65,311746.5,10,DRIS systems,0.0
0200202604,6.714285714285714,5.1869800370506445,-1.0,15.0,48.57142857142857,41.857142857142854,34649.71,242547.97,7,BELL co,0.8571428571428571
0200207008,7.0,13.47219358530748,0.0,31.0,17.0,10.0,27700.639999999996,138503.19999999998,5,THE  corp,0.6
0200210681,-3.0,2.8284271247461903,-5.0,-1.0,20.5,23.5,13919.25,27838.5,2,HUB  ,0.0
0200212683,3.0,4.242640687119285,0.0,6.0,17.0,14.0,44886.6,89773.2,2,RUIZ F foundation,0.5
0200212854,0.0,0.0,0.0,0.0,16.0,16.0,14157.61,14157.61,1,MTC  trust,0.0
0200219770,1.6666666666666667,0.5773502691896257,1.0,2.0,19.0,17.333333333333332,25330.690000000002,75992.07,3,STAR F us,1.0
0200223640,1.0,0.0,1.0,1.0,26.0,25.0,12112.59,12112.59,1,US FOO ,1.0
0200229974,0.40540540540540543,6.439718159203085,-6.0,23.0,18.91891891891892,18.513513513513512,16834.09891891892,622861.66,37,DARDEN D in,0.2972972972972973
0200230690,-4.421725239616613,4.343552644795608,-16.0,8.0,8.8370607028754,13.258785942492013,4918.193194888179,1539394.47,313,DECA foundation,0.1853035143769968
0200231309,-0.5,1.7320508075688772,-3.0,1.0,15.5,16.0,61506.705,246026.82,4,SHERWO associates,0.25
0200232199,38.0,0.0,38.0,38.0,51.0,13.0,8164.8,8164.8,1,DIAMO llc,1.0
0200236570,4.0,0.0,4.0,4.0,35.0,31.0,65598.6,65598.6,1,JACMAR ,1.0
0200236583,1.7142857142857142,0.7559289460184545,1.0,3.0,15.0,13.285714285714286,26821.140000000003,187747.98,7,REQU us,1.0
0200238407,6.875,9.046506823867746,-2.0,23.0,25.75,18.875,7147.73125,57181.85,8,NAT foundation,0.75
0200239403,-64.0,0.0,-64.0,-64.0,26.0,90.0,2851.2,2851.2,1,PR in,0.0
0200246495,0.5,4.43471156521669,-4.0,6.0,23.0,22.5,20423.3,81693.2,4,PERFOR ,0.5
0200253680,0.0,0.0,0.0,0.0,15.222222222222221,15.222222222222221,38124.428888888884,343119.86,9,SCHWANS us,0.0
0200254284,3.0,0.0,3.0,3.0,18.0,15.0,20161.44,20161.44,1,QUAK corp,1.0
0200255310,-1.0,0.0,-1.0,-1.0,16.0,17.0,17858.09,17858.09,1,VALUE co,0.0
0200257211,-2.4285714285714284,1.1338934190276817,-5.0,-2.0,17.285714285714285,19.714285714285715,9408.797142857144,65861.58,7,SUI foundation,0.0
0200258814,-1.0,0.0,-1.0,-1.0,17.0,18.0,49552.6,49552.6,1,WISE foundation,0.0
0200268458,-2.0,2.160246899469287,-4.0,1.0,16.25,18.25,23770.6275,95082.51,4,PERFOR associates,0.25
0200275115,1.394736842105263,2.9913340934449257,0.0,13.0,20.605263157894736,19.210526315789473,70906.34131578948,2694440.97,38,SHAWS  corp,0.4473684210526316
0200275253,4.0,0.0,4.0,4.0,14.0,10.0,24943.68,24943.68,1,STUR trust,1.0
0200277896,19.0,2.8284271247461903,17.0,21.0,29.0,10.0,68082.845,136165.69,2,ASSOCI ,1.0
0200279964,5.25,0.5,5.0,6.0,24.0,18.75,26457.415,105829.66,4,FSA  us,1.0
0200284677,-10.0,0.0,-10.0,-10.0,0.0,10.0,14387.15,14387.15,1,CARO llc,0.0
0200286074,-2.5,3.5355339059327378,-5.0,0.0,27.5,30.0,4342.125,8684.25,2,LAND co,0.0
0200287284,-10.25,18.282505298782223,-26.0,15.0,19.75,30.0,615881.5575,2463526.23,4,CALIFO ,0.25
0200290370,2.8676470588235294,4.438314900630124,-2.0,29.0,20.63235294117647,17.764705882352942,14445.585735294117,982299.83,68,BARGAIN  llc,0.9558823529411765
0200303592,1.5,2.1213203435596424,0.0,3.0,16.5,15.0,26583.335,53166.67,2,RDP F ,0.5
0200306844,0.0,0.0,0.0,0.0,17.0,17.0,34299.56,34299.56,1,TANKER us,0.0
0200307138,-7.7,4.8545511292669135,-21.0,-5.0,24.8,32.5,58480.8,584808.0,10,UTZ Q corp,0.0
0200308132,4.6,2.9664793948382653,2.0,9.0,19.4,14.8,31431.604,157158.02,5,COLORA in,1.0
0200315290,-0.2857142857142857,1.889822365046136,-2.0,3.0,17.0,17.285714285714285,47909.54571428571,335366.82,7,KWI associates,0.2857142857142857
0200326954,1.5,0.7071067811865476,1.0,2.0,8.5,7.0,68126.165,136252.33,2,NEWE in,1.0
0200331749,1.9767441860465116,5.267033552376562,-15.0,50.0,20.0,18.023255813953487,15023.997131782944,1938095.63,129,SYSC co,0.8217054263565892
0200337148,-0.29,1.3279816841867036,-4.0,6.0,16.9,17.19,41246.8682,4124686.82,100,COAS associates,0.05
0200341093,2.0,0.0,2.0,2.0,17.0,15.0,53235.72,53235.72,1,ALLIED co,1.0
0200342745,-5.0,5.656854249492381,-9.0,-1.0,11.0,16.0,30411.61,60823.22,2,NAPPIE associates,0.0
0200345943,5.666666666666667,5.507570547286102,0.0,11.0,25.666666666666668,20.0,19745.0,59235.0,3,LIPA corp,0.6666666666666666
0200346918,3.0,2.8284271247461903,1.0,5.0,12.5,9.5,52030.44,104060.88,2,CULINAR foundation,1.0
0200353024,-4.195364238410596,4.719885658679585,-10.0,19.0,7.6158940397351,11.811258278145695,5169.5625496688735,1561207.89,302,DECA co,0.20198675496688742
0200357714,2.022727272727273,2.671891903220397,-8.0,7.0,20.0,17.977272727272727,32918.186136363634,1448400.19,44,US  corporation,0.75
0200358522,3.0,7.0710678118654755,-2.0,8.0,20.0,17.0,14557.400000000001,29114.800000000003,2,SILVE associates,0.5
0200359490,-0.6666666666666666,3.055050463303893,-4.0,2.0,9.333333333333334,10.0,25971.38666666667,77914.16,3,DUTCH  co,0.3333333333333333
0200366118,-1.0,0.0,-1.0,-1.0,15.0,16.0,6500.55,13001.1,2,AN in,0.0
0200372070,-4.0,0.0,-4.0,-4.0,56.0,60.0,10072.4,10072.4,1,HOLI associates,0.0
0200374578,6.0,0.0,6.0,6.0,23.0,17.0,97305.3,97305.3,1,SAF llc,1.0
0200375138,-3.090909090909091,29.046357931604938,-64.0,25.0,56.72727272727273,59.81818181818182,82424.22454545455,906666.47,11,LAKE corporation,0.6363636363636364
0200378310,2.888888888888889,6.153138313991576,0.0,19.0,92.44444444444444,89.55555555555556,46380.14444444444,417421.3,9,NE systems,0.4444444444444444
0200382900,0.14285714285714285,0.8997354108424372,-1.0,2.0,15.285714285714286,15.142857142857142,133137.29714285716,931961.0800000001,7,J & J  us,0.14285714285714285
0200382955,3.0,0.0,3.0,3.0,20.0,17.0,28265.4,28265.4,1,COUNT foundation,1.0
0200386051,16.333333333333332,50.96142331868947,-12.0,120.0,36.0,19.666666666666668,11497.413333333336,68984.48000000001,6,W H co,0.16666666666666666
0200387015,6.0,0.0,6.0,6.0,16.0,10.0,33000.0,33000.0,1,INTER corp,1.0
0200387240,2.75,2.8722813232690143,-1.0,5.0,15.75,13.0,14081.8725,56327.49,4,O us,0.75
0200387798,2.5,3.8858718455450894,-5.0,6.0,23.333333333333332,20.833333333333332,11832.485,70994.91,6,AR co,0.8333333333333334
0200388737,-8.0,0.0,-8.0,-8.0,11.0,19.0,2767.03,2767.03,1,GAMA corporation,0.0
0200389625,-8.0,0.0,-8.0,-8.0,12.0,20.0,3609.6,3609.6,1,MOUNTA systems,0.0
0200390794,-0.5,0.7071067811865476,-1.0,0.0,14.5,15.0,22945.449999999997,45890.899999999994,2,CASH-W associates,0.0
0200396637,-3.375,10.917925029808629,-28.0,10.0,27.625,31.0,46835.579999999994,1124053.92,24,LAWL co,0.375
0200397082,2.375,1.7677669529663689,1.0,6.0,92.125,89.75,23825.55125,190604.41,8,GENE ,1.0
0200397176,4.5,4.03732584763727,1.0,11.0,27.333333333333332,22.833333333333332,26770.65166666667,160623.91,6,PEAC corp,1.0
0200399141,21.357142857142858,17.774688757881542,-7.0,45.0,82.78571428571429,61.42857142857143,31119.894285714287,435678.52,14,HEARTHSI llc,0.7857142857142857
0200400124,14.0,0.0,14.0,14.0,35.0,21.0,11627.1,11627.1,1,SOUTHE corporation,1.0
0200400844,5.333333333333333,3.214550253664318,3.0,9.0,17.333333333333332,12.0,31687.793333333335,95063.38,3,GOLD  foundation,1.0
0200403651,-0.4166666666666667,0.6685579234215215,-2.0,0.0,18.75,19.166666666666668,16495.794166666667,197949.53,12,Y H corporation,0.0
0200403703,2.625,3.7392703642746747,-4.0,9.0,12.75,10.125,23829.4325,190635.46,8,H &  foundation,0.875
0200404600,-1.0,0.0,-1.0,-1.0,31.0,32.0,2482.55,2482.55,1,SYSCO IN foundation,0.0
0200406153,5.5,0.7071067811865476,5.0,6.0,20.5,15.0,5395.845,10791.69,2,JALI ,1.0
0200407025,1.7073170731707317,5.273726872141864,0.0,33.0,23.365853658536587,21.658536585365855,45406.65780487805,1861672.97,41,ALBERT corp,0.36585365853658536
0200413833,-4.5,2.1213203435596424,-6.0,-3.0,12.5,17.0,27933.785,55867.57,2,LDC llc,0.0
0200416837,-4.520979020979021,4.063260347576798,-10.0,6.0,7.104895104895105,11.625874125874127,5321.186713286713,1521859.4,286,DEC associates,0.15384615384615385
0200418007,-1.6977886977886978,17.48199834212494,-75.0,90.0,20.714987714987714,22.412776412776413,16104.224545454545,6554419.39,407,AM in,0.4594594594594595
0200420725,0.0,0.0,0.0,0.0,1.0,1.0,8640.0,8640.0,1,GLOB us,0.0
0200421363,4.0,0.0,4.0,4.0,15.0,11.0,7894.26,7894.26,1,KING & associates,1.0
0200424504,3.7586206896551726,4.903753463374422,1.0,15.0,33.6551724137931,29.896551724137932,11746.183103448277,340639.31,29,M  ,1.0
0200434439,1.2625,4.4401612184209736,-16.0,24.0,17.6,16.3375,50805.812125000004,4064464.97,80,BAUGH SU in,0.7
0200435191,-0.8461538461538461,4.513910124867865,-7.0,14.0,24.73076923076923,25.576923076923077,32183.546153846157,836772.2000000001,26,C& systems,0.3076923076923077
0200437182,0.2,0.5606119105813882,0.0,2.0,18.8,18.6,44756.25066666667,671343.76,15,FOOD  llc,0.13333333333333333
0200439158,1.92,3.7629775444453557,-7.0,8.0,18.48,16.56,28383.0816,709577.04,25,POST  trust,0.64
0200443644,-1.0,0.0,-1.0,-1.0,14.0,15.0,8423.01,8423.01,1,BEN E KE co,0.0
0200444486,3.5,3.5355339059327378,1.0,6.0,24.0,20.5,7146.595,14293.19,2,STUD co,1.0
0200447006,1.75,3.2015621187164243,-1.0,5.0,17.0,15.25,31901.68,127606.72,4,ANTONIO trust,0.5
0200452014,0.2857142857142857,1.2535663410560174,-2.0,2.0,10.142857142857142,9.857142857142858,59415.27428571428,415906.92,7,CHEES llc,0.42857142857142855
0200452949,4.0,2.0,2.0,6.0,18.666666666666668,14.666666666666666,6629.556666666666,19888.67,3,VARI corp,1.0
0200455322,8.46031746031746,13.093738218811112,-26.0,62.0,36.888888888888886,28.428571428571427,43894.193968253974,2765334.22,63,PEA in,0.8571428571428571
0200457993,-8.052631578947368,5.729782662259114,-14.0,6.0,10.421052631578947,18.473684210526315,22774.524210526313,432715.95999999996,19,SHAM corp,0.15789473684210525
0200458131,0.56,0.9165151389911682,-1.0,2.0,20.8,20.24,8101.4212,202535.53,25,TIMES corporation,0.36
0200458253,8.0,4.147288270665544,5.0,16.0,40.166666666666664,32.166666666666664,54561.54,327369.24,6,ATLANTA  trust,1.0
0200459173,2.0,0.0,2.0,2.0,22.0,20.0,28720.18,28720.18,1,ME T us,1.0
0200463411,16.0,0.0,16.0,16.0,32.0,16.0,45696.0,45696.0,1,GREE corporation,1.0
0200466603,0.5333333333333333,0.8238031836508395,0.0,3.0,18.244444444444444,17.711111111111112,64849.83977777778,5836485.58,90,SMITH'S corp,0.34444444444444444
0200468954,1.0,2.4037008503093262,-1.0,7.0,16.0,15.0,46780.591,467805.91000000003,10,SKID ,0.5
0200472086,-2.0,0.0,-2.0,-2.0,16.0,18.0,43056.57,43056.57,1,CONSUMER foundation,0.0
0200472566,7.0,0.0,7.0,7.0,18.0,11.0,13599.06,13599.06,1,CONW us,1.0
0200472708,5.5,2.1213203435596424,4.0,7.0,15.5,10.0,21317.28,42634.56,2,WEST P associates,1.0
0200486270,-0.1111111111111111,1.2313975269103985,-4.0,3.0,16.11111111111111,16.22222222222222,15244.213333333335,274395.84,18,BAR co,0.05555555555555555
0200493614,2.727272727272727,3.4755640484021373,-2.0,14.0,20.545454545454547,17.818181818181817,40176.49333333333,1325824.28,33,US  us,0.8181818181818182
0200494102,0.5,1.0,0.0,2.0,16.25,15.75,57033.9375,228135.75,4,MCCA corp,0.25
0200494781,0.0,0.0,0.0,0.0,18.0,18.0,65136.87,65136.87,1,TERI NI ,0.0
0200498283,11.5,14.849242404917497,1.0,22.0,28.5,17.0,30440.765,60881.53,2,FOOD S ,1.0
0200500195,0.0,0.0,0.0,0.0,15.0,15.0,25539.3,25539.3,1,B K MI us,0.0
0200501669,7.3478260869565215,2.838192376915181,4.0,14.0,44.65217391304348,37.30434782608695,16107.322608695651,370468.42,23,WAL MA llc,1.0
0200508557,1.608695652173913,1.0761518325953912,0.0,3.0,22.73913043478261,21.130434782608695,3193.6430434782606,73453.79,23,FOODL foundation,0.7391304347826086
0200511033,-4.5,2.1213203435596424,-6.0,-3.0,18.0,22.5,23580.715,47161.43,2,PENNSYLV ,0.0
0200512145,-31.0,0.0,-31.0,-31.0,13.0,44.0,7449.17,7449.17,1,BIG corporation,0.0
0200515231,1.6296296296296295,1.596827338774468,-1.0,6.0,20.62962962962963,19.0,35761.14592592593,965550.9400000001,27,US  ,0.8148148148148148
0200516657,2.3333333333333335,0.5773502691896258,2.0,3.0,20.0,17.666666666666668,15568.996666666666,46706.99,3,MAINES systems,1.0
0200519201,6.78125,16.219729871264015,0.0,54.0,25.8125,19.03125,105919.795625,3389433.46,32,KROGE corporation,0.46875
0200520353,-6.0,0.0,-6.0,-6.0,10.0,16.0,77146.94,77146.94,1,SPRIN in,0.0
0200526831,0.3269230769230769,2.7845593437858094,-3.0,13.0,15.26923076923077,14.942307692307692,99782.83346153845,5188707.34,52,PERISH llc,0.38461538461538464
0200529372,0.3333333333333333,0.5773502691896258,0.0,1.0,17.333333333333332,17.0,199837.43000000002,599512.29,3,GHC  ,0.3333333333333333
0200539926,-2.0,4.08248290463863,-5.0,4.0,30.5,32.5,36693.06,146772.24,4,SIGMA A corp,0.25
0200540723,-15.333333333333334,35.47205472857002,-87.0,5.0,29.833333333333332,45.166666666666664,26160.468333333334,156962.81,6,LAKE ,0.3333333333333333
0200541916,-2.0,0.0,-2.0,-2.0,20.0,22.0,25487.55,25487.55,1,VF G trust,0.0
0200543982,-4.5,4.041451884327381,-8.0,-1.0,13.0,17.5,56596.61,226386.44,4,J&J S associates,0.0
0200550425,-1.0,0.0,-1.0,-1.0,20.0,21.0,20107.64,20107.64,1,BIG APP systems,0.0
0200551034,0.0,0.0,0.0,0.0,18.0,18.0,53936.0,53936.0,1,JAMES foundation,0.0
0200553103,6.0,0.0,6.0,6.0,38.0,32.0,30079.4,30079.4,1,HONOR  trust,1.0
0200553372,-15.0,13.0,-23.0,0.0,11.333333333333334,26.333333333333332,15292.463333333333,45877.39,3,VITC ,0.0
0200555117,4.410714285714286,14.53244243466607,-5.0,91.0,19.964285714285715,15.553571428571429,76109.93267857142,4262156.2299999995,56,BURR corp,0.5892857142857143
0200555693,0.6666666666666666,1.1547005383792517,0.0,2.0,16.333333333333332,15.666666666666666,57524.136666666665,172572.41,3,F & corp,0.3333333333333333
0200557600,5.166666666666667,32.033599784468734,-29.0,81.0,20.333333333333332,15.166666666666666,12520.080000000002,150240.96000000002,12,GREEN  corp,0.3333333333333333
0200559683,1.8888888888888888,2.1473497877875207,-2.0,5.0,22.555555555555557,20.666666666666668,31913.80333333333,287224.23,9,JACMAR us,0.8888888888888888
0200560331,-13.25,27.83732506306356,-55.0,1.0,78.75,92.0,62700.8625,250803.45,4,KERR ,0.5
0200561861,-0.30357142857142855,0.8510879210461451,-2.0,2.0,16.803571428571427,17.107142857142858,43470.48053571429,2434346.91,56,CO in,0.08928571428571429
0200568183,0.0,0.0,0.0,0.0,15.0,15.0,21446.76,21446.76,1,E G AY corp,0.0
0200571849,1.0714285714285714,3.242410756401402,-13.0,5.0,19.357142857142858,18.285714285714285,30465.587857142855,853036.46,28,US  foundation,0.6428571428571429
0200573068,0.25,0.7071067811865476,0.0,2.0,23.375,23.125,14598.675,116789.4,8,GROCE llc,0.125
0200574119,2.0,0.0,2.0,2.0,14.0,12.0,6693.48,6693.48,1,NE-M corp,1.0
0200575905,0.0,0.0,0.0,0.0,20.0,20.0,8969.16,8969.16,1,MINA ,0.0
0200576926,0.5454545454545454,3.2973818815428815,-3.0,6.0,13.181818181818182,12.636363636363637,39711.20727272727,436823.27999999997,11,VILA corp,0.5454545454545454
0200580232,-2.103448275862069,4.3862189019880935,-7.0,10.0,8.241379310344827,10.344827586206897,33888.393103448274,982763.4,29,INTERR co,0.1724137931034483
0200585100,20.0,0.0,20.0,20.0,37.0,17.0,23383.49,23383.49,1,STAC corp,1.0
0200586374,18.0,0.0,18.0,18.0,28.0,10.0,12683.47,12683.47,1,DAIRY  co,1.0
0200589514,5.0,0.0,5.0,5.0,21.0,16.0,130205.84,130205.84,1,TONY llc,1.0
0200592182,-4.580110497237569,4.298635699452958,-10.0,13.0,5.3812154696132595,9.96132596685083,6393.383756906077,1157202.46,181,DECA corp,0.17679558011049723
0200593992,-2.0,0.0,-2.0,-2.0,15.0,17.0,33952.5,33952.5,1,CAR us,0.0
0200606231,2.4285714285714284,4.859943170351647,-1.0,13.0,18.142857142857142,15.714285714285714,41864.49857142857,293051.49,7,INTER llc,0.42857142857142855
0200608118,0.3333333333333333,3.2145502536643185,-2.0,4.0,15.333333333333334,15.0,12122.853333333333,36368.56,3,DIS ,0.3333333333333333
0200609331,-0.5333333333333333,2.948768911806772,-11.0,2.0,14.466666666666667,15.0,18279.596,274193.94,15,KROG corp,0.13333333333333333
0200610381,-2.0,0.0,-2.0,-2.0,16.5,18.5,15248.04,30496.08,2,MERCHAN ,0.0
0200619670,6.0,0.0,6.0,6.0,15.0,9.0,7947.72,7947.72,1,AJINOMO corporation,1.0
0200622385,1.6666666666666667,2.513730411104211,-2.0,7.0,18.291666666666668,16.625,46728.37583333333,1121481.02,24,US  trust,0.5833333333333334
0200624321,0.3333333333333333,1.5275252316519465,-1.0,2.0,16.333333333333332,16.0,13562.523333333333,40687.57,3,FOOD corporation,0.3333333333333333
0200625175,0.0,0.0,0.0,0.0,15.0,15.0,19856.07,39712.14,2,ALD corporation,0.0
0200637068,14.0,0.0,14.0,14.0,29.0,15.0,3000.1,3000.1,1,CON in,1.0
0200637319,7.909090909090909,5.906852722974316,-2.0,14.0,25.818181818181817,17.90909090909091,3823.6954545454546,42060.65,11,DIRECT  ,0.8181818181818182
0200639484,62.0,0.0,62.0,62.0,81.0,19.0,14645.5,14645.5,1,CHARLOTT us,1.0
0200644313,12.0,0.0,12.0,12.0,22.0,10.0,14000.0,14000.0,1,DAVISCO co,1.0
0200646464,0.8571428571428571,1.0690449676496976,0.0,3.0,18.857142857142858,18.0,29810.46142857143,208673.23,7,CUSTOMI us,0.5714285714285714
0200656729,-3.5,3.5637059362410923,-9.0,2.0,15.333333333333334,18.833333333333332,18287.611666666668,109725.67,6,PERFOR co,0.16666666666666666
0200657619,-3.6666666666666665,6.110100926607787,-9.0,3.0,18.666666666666668,22.333333333333332,20435.983333333334,61307.95,3,SOTO ,0.3333333333333333
0200658936,2.0,1.1547005383792515,1.0,3.0,60.75,58.75,54594.5,218378.0,4,CARIBB trust,1.0
0200661137,-4.0,3.570714214271425,-11.0,1.0,12.11111111111111,16.11111111111111,16869.27888888889,151823.51,9,AFFI associates,0.1111111111111111
0200668077,5.25,3.5355339059327378,2.0,13.0,19.875,14.625,26582.4,212659.2,8,IN-N- systems,1.0
0200673194,-4.75,4.234214381508266,-11.0,1.0,14.0,18.75,22535.763750000002,180286.11000000002,8,PERFOR associates,0.125
